id,handle,nexternal_id,internal_memo,author,price,related_handles
11142240586,grade-4-complete-curriculum-package,3823,"price change 2/10&nbsp;<div>Updated kit name, items included in kit &amp; prices. November 2011&nbsp;<br />Hyperlinked to all titles, added search keywords, added a picture, updated the items in the kit and the related items. - October 2012&nbsp;<br /><div>Updated - 1/6/15&nbsp;</div>
<div>Updated 6/30/16</div>
<div>Updated May 2017</div>
</div>
",,,
11142240650,grade-5-complete-curriculum-package,3824,"price change 2/10&nbsp;<div>Updated kit name, items included in kit &amp; prices. November 2011&nbsp;<br />Hyperlinked to all titles, added search keywords, added a picture, updated the items in the kit and the related items. - October 2012&nbsp;<br /><div>Updated - 1/6/15&nbsp;</div>
<div>Updated 6/30/16</div>
<div>Updated May 2017 - Added America the Beautiful Workbook</div>
</div>
",,,
11142240778,grade-6-complete-curriculum-package,3825,"price change 2/10&nbsp;<div>Updated kit name, items included in kit &amp; prices. November 2011&nbsp;<br />Hyperlinked to all titles, added search keywords, added a picture, updated the items in the kit and the related items. - October 2012&nbsp;<br /><div>Updated - 1/6/15&nbsp;</div>
<div>Updated 6/30/16</div>
<div>Updated May 2017</div>
</div>
",,,
11142240842,grade-7-complete-curriculum-package,3826,"<span style=""font-size: 13.3333px; background-color: rgb(255, 255, 255);""><font face=""&quot;lucida grande&quot;, geneva, arial, verdana, sans-serif"">price change 2/10&nbsp;</font></span><div style=""font-family: &quot;Lucida Grande&quot;, Geneva, Arial, Verdana, sans-serif; font-size: 13.3333px; background-color: rgb(255, 255, 255);"">Updated kit name, items included in kit &amp; prices. November 2011&nbsp;<br />Hyperlinked to all titles, added search keywords, added a picture, updated the items in the kit and the related items. - October 2012&nbsp;<br /><div>Updated - 1/6/15&nbsp;</div>
<div>Updated 6/30/16</div>
<div>Updated May 2017 - Added Adam to Us St/Wkbk</div>
</div>
",,,
11142240906,grade-8-complete-curriculum-package,3827,"<span style=""font-size: 13.3333px; background-color: rgb(255, 255, 255);""><font face=""&quot;lucida grande&quot;, geneva, arial, verdana, sans-serif""><font face=""&quot;lucida grande&quot;, geneva, arial, verdana, sans-serif"">price change 2/10&nbsp;</font></font></span><div style=""font-family: &quot;Lucida Grande&quot;, Geneva, Arial, Verdana, sans-serif; font-size: 13.3333px; background-color: rgb(255, 255, 255);"">Updated kit name, items included in kit &amp; prices. November 2011&nbsp;<br />Hyperlinked to all titles, added search keywords, added a picture, updated the items in the kit and the related items. - October 2012&nbsp;<br /><div>Updated - 1/6/15&nbsp;</div>
<div>Updated 6/30/16</div>
</div>
",,,
11142241098,grade-9-complete-curriculum-package,5425,"Added as a kit instead of a pdf that you click on.<font class=""font2""><font class=""font2""> - November 2012 DR</font></font><div><div><font class=""font2""><font class=""font2"">Updated 1-20-15.</font></font></div>
<div><font class=""font2""><font class=""font2""><span style=""font-size: 13.3333px; background-color: rgb(255, 255, 255);""><font face=""&quot;lucida grande&quot;, geneva, arial, verdana, sans-serif"">Updated 7/5/16. LKR made sure following this course gave the student enough for the 24 credit track.</font></span>&nbsp;&nbsp;</font></font></div>
</div>
",,,
11142241226,grammar-diagramming-sentences,1335,Replaced Diagramming: &nbsp;Key to Understanding Grammar,Nan DeVincent-Hayes,,
11142241354,grammar-songs-kit-audio-memory,1537,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $18.5<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $18.5<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",Kathy Troxel,,
11142241482,great-american-short-stories,1538,Old data from V-Cart System:<br />Web Special $6.97<br />Clearance $6.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,Wallace and Mary Stegner,,
11142241802,great-editing-adventure-br-series-volume-1-student-book,1539,Old data from V-Cart System:<br />Web Special $8.47<br />Clearance $8.47<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142241930,great-editing-adventure-series-br-volume-2-student-book,2568,Old data from V-Cart System:<br />Web Special $8.47<br />Clearance $8.47<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142242122,great-editing-adventure-series-teachers-guide-volume-e-book-i,7097,,,,
11142242314,great-editing-adventure-series-teachers-guide-volume-i,2569,Old data from V-Cart System:<br />Web Special $12.97<br />Clearance $12.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142242506,great-editing-adventure-series-teachers-guide-volume-ii,2570,Old data from V-Cart System:<br />Web Special $12.97<br />Clearance $12.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142242634,great-editing-adventure-series-teachers-guide-volume-ii-e-book,7099,,,,
11142242698,great-editing-adventure-series-volume-1-student-e-book,7098,,,,
11142243018,great-editing-adventure-series-volume-2-student-e-book,7100,,,,
11142243210,great-expectations-charles-dickens,3618,,,,
11142243402,great-horse-stories,4190,Sept 2010 - LKR <br />,Various,,
11142243594,great-native-americans-coloring-book,1542,Old data from V-Cart System:<br />Web Special $3.25<br />Clearance $3.25<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142243722,great-political-theories-volume-1-d-e,4496,,Michael Curtis,,
11142243850,great-political-theories-volume-2,4497,,Michael Curtis,,
11142244170,great-science-adventures-br-discovering-atoms-molecules-and-matter,3056,,,,
11142244298,great-science-adventures-br-discovering-earths-landforms-and-surface-features,1543,Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special,,,
11142244426,great-science-adventures-br-discovering-the-human-body-and-senses,1544,<big></big>Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special,,,
11142244554,great-science-adventures-br-discovering-the-ocean,1545,Old data from V-Cart System:<br />Web Special $22<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142244618,great-science-adventures-br-the-world-of-insects-and-arachnids,1546,"<p>Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special</p>
<p>June 08 web special $18.67&nbsp; reg price is $22.00</p>
",,,
11142244746,great-science-adventures-br-the-world-of-light-and-sound,1547,Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special,,,
11142244938,great-science-adventures-br-the-world-of-plants,1548,Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special,,,
11142245130,great-science-adventures-br-the-world-of-space,1549,Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special,,,
11142245322,great-science-adventures-br-the-world-of-tools-and-technology,1550,Old data from V-Cart System:<br />Web Special $18<br />Clearance $22<br />Old Promo Pages:<br />Notes from V-Cart system:<br />FEb 2006 web special,,,
11142245386,great-science-adventures-discovering-atoms-molecules-and-matter-e-book,7118,,,,
11142245514,great-science-adventures-discovering-earths-landforms-and-surface-features-e-book,7110,,,,
11142245642,great-science-adventures-discovering-the-human-body-and-senses-e-book,7109,,,,
11142245898,great-science-adventures-discovering-the-ocean-e-book,7116,:<br />,,,
11142246154,great-science-adventures-the-world-of-insects-and-arachnids-e-book,7115,,,,
11142246218,great-science-adventures-the-world-of-light-and-sound-e-book,7112,,,,
11142246346,great-science-adventures-the-world-of-plants-e-book,7117,,,,
11142246602,great-science-adventures-the-world-of-space-e-book,7111,,,,
11142246666,great-science-adventures-the-world-of-tools-and-technology-e-book,7114,,,,
11142243978,great-science-adventures-the-world-of-vertebrates,3849,Entered 01/13/2010,Susan Simpson  and Dinah Zike,,
11142246794,great-science-adventures-the-world-of-vertebrates-e-book,7119,,Susan Simpson  and Dinah Zike,,
11142246922,greenleaf-ancient-greece-timechart,1551,Old data from V-Cart System:<br />Web Special $4.95<br />Clearance $4.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142247050,greenleaf-ancient-rome-timechart,1552,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $4.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $4.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142247178,greenleaf-guide-to-ancient-egypt,1553,Old data from V-Cart System:<br />Web Special $8.95<br />Clearance $8.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142247434,greenleaf-guide-to-famous-br-men-of-the-middle-ages,1554,Old data from V-Cart System:<br />Web Special $9.95<br />Clearance $9.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142247626,greenleaf-guide-to-old-testament-history,1555,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $11.95<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $11.95<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142247690,greenleaf-renaissance-reformation-timechart,1557,Old data from V-Cart System:<br />Web Special $4.95<br />Clearance $4.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142247818,grocery-cart-math,1558,Old data from V-Cart System:<br />Web Special $7.97<br />Clearance $7.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142247946,grocery-cart-math-e-book,7108,,,,
11142248138,guitar-praise-solid-rock-with-guitar-game-controller,5423,Spring Arbor has the retail at $39.00.<br />,,,
11142248330,gullivers-travels,1560,Old data from V-Cart System:<br />Web Special $2.5<br />Clearance $2.5<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142248522,hamlet-e-folger,4936,,William Shakespeare,,
11142248714,hamlet-folger-ss,7496,,William Shakespeare,,
11142248906,hamlet-prestwick-house,5610,,William Shakespeare,,
11142249034,handbook-of-horses,1563,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $17.97<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $17.97<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142249226,handel-and-schumann-companion-cd,1564,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $6.5<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $6.5<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142249418,handel-at-the-court-of-kings,1565,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $10.5<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $10.5<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142249546,handel-at-the-court-of-kings-br-study-guide,1566,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $3.75<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $3.75<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142249674,hands-on-bible-nlt-leatherlike-electric-blue,1568,,,,
11142249802,hands-on-bible-nlt-leatherlike-sugar-plum,5208,,,,
11142249994,hard-times,4133,Added 06/08/10<br />,Charles Dickens,,
11142250186,have-a-new-kid-by-friday,3675,,,,
11142250314,hawaii-state-history-alpha-omega-switched-on-schoolhouse,7344,,,,
11142250506,hear-your-heart,3766,,,,
11142250634,hearing-ear-the-seeing-eye-body-of-evidence-dvd,4731,,Dr. Menton,,
11142250826,heart-of-anger-workbook,1576,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $11.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $13.37<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142251082,heart-of-darkness-cs,1577,,Joseph Conrad,,
11142251274,heart-of-darkness-f,4509,,Joseph Conrad,,
11142251402,heart-of-darkness-f-1,5623,,Joseph Conrad,,
11142251594,heat-energy-student-text-4th-ed-gods-design-for-the-physical-world,5225,,"Lawrence, Debbie and Richard",,
11142251786,heat-energy-teacher-supplement-4th-ed-gods-design-for-the-physical-world,5197,,"Debbie Lawrence, Richard Lawrence",,
11142251978,helen-keller-the-story-of-my-life,1578,Old data from V-Cart System:<br />Web Special $2<br />Clearance $2<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,Helen Keller,,
11142252106,help-for-the-harried-homeschooler,1579,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $10.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $10.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142252490,help-im-married-to-a-homeschooling-mom,4531,"June 2011 because he is speaking at HERI.&nbsp;
",Todd Wilson,,
11142252298,help-your-kids-with-computer-coding-from-dk,7220,,,,
11142252618,henle-latin-1-answer-key,6953,Order from CBD.<br />,Robert Henle,,
11142252938,henle-latin-1-set-text-answer-key-latin-grammar,7211,,Robert Henle,,
11142253066,henle-latin-1-text,6952,,Robert Henle,,
11142253194,henle-latin-2-answer-key,7213,Order from CBD.,Robert Henle,,
11142253386,henle-latin-2-text,7212,,Robert Henle,,
11142253642,henle-latin-3-answer-key,7215,Order from CBD.,Robert Henle,,
11142253770,henle-latin-3-text,7214,,Robert Henle,,
11142254026,henle-latin-grammar,6954,,Robert Henle,,
11142254154,henry-and-mudge-and-the-wild-wind,3269,,,,
11142254282,henry-and-mudge-the-first-book-ready-to-read,3266,,,,
11142254474,henry-v,1816,,William Shakespeare,,
11142254794,hero-tales-volume-1,6911,,Dave and Neta Jackson,,
11142254922,hide-em-in-your-heart-cds-1-and-2,3609,Posted 3-2009 LKR,,,
11142255050,hiding-place-study-guide-progeny-press,2147,:Price change March 2012<br />,Carol Diehn,,
11142255242,high-school-at-home-you-can-do-it-br-book-cd-rom,3126,,,,
11142255306,high-school-report-card,7044,"25 Pack&nbsp;<span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">9780012425466</font></font></span><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">&nbsp;- retail 32.75 - makes them retail at 1.31 each</font></font></span><div><div><font color=""#001000"" face=""verdana, arial, helvetica, sans-serif""><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);"">Single report card - isbn&nbsp;</span></font><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">9780971710139</font></font></span><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">&nbsp;- retail 1.19 - order 5 or more to get the discount</font></font></span></div>
</div>
<div>UNTIL THEY UPDATE THE SINGLE REPORT CARD PRICING, IT'S <b>CHEAPER</b> TO ORDER THE SINGLE HIGH SCHOOL REPORT CARD</div>
<div><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)""><br /></font></font></span></div>
",Academic Advantage,,
11142255434,hinds-feet-on-high-places,4440,,Hannah Hurnard,,
11142255562,histoire-dune-revanche,7460,"<b><font color=""#4040ff"" size=""5"">Pearson title - 25% discount at Pearson</font></b><div>5% discount at S/A</div>
<div>Basically offering as a service if we can't get it from Pearson.</div>
","Siebert, Louise, Crocker, Lester",,
11142255626,histoire-dune-revanche-used,7461,"Pearson title<div>5% discount at S/A</div>
<div>Basically offering as a service if we can't get it from Pearson.</div>
","Siebert, Louise, Crocker, Lester",,
11142255754,historical-atlas-of-the-world-rand-mcnally,3207,"Purchased from Follett in boxes of 30.&nbsp; Our cost was $8.22 for our first round - LKR 9-12-2012<br /><div><br /></div>
",,,
11142256330,historical-timeline-figures-americas-history-1000-ad-to-2099-ad,3423,,,,
11142256010,historical-timeline-figures-cd-rom-geo-matters-red-cover,1586,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $18<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $21.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />web specail 9-06",,,
11142256522,historical-timeline-figures-creationto-christ-5000-bc-99ad-for-use-with-mystery-of-history-i,3421,9977&nbsp;,,,
11142256650,historical-timeline-figures-napoleon-to-now-1750-present-world-history,3422,,,,
11142256266,historical-timeline-figures-on-cd-creation-present,3425,,,,
11142256778,historical-timeline-figures-resurrection-to-revolution-for-use-with-mystery-of-history-ii,3420,,,,
11142256970,history-of-israel-timeline,5614,,Precept Ministries International,,
11142257098,history-of-space-exploration-coloring-book,1588,,,,
11142257290,history-of-the-ancient-world-from-the-earliest-accounts-to-the-fall-of-rome,7623,,Susan Wise Bauer,,
11142257482,history-of-the-medieval-world-from-the-conversion-of-constantine-to-the-first-crusade,7624,,Susan Wise Bauer,,
11142257610,history-of-the-renaissance-world-from-the-rediscovery-of-aristotle-to-the-conquest-of-constantinople,7625,,Susan Wise Bauer,,
11142257738,history-of-us-book-1,1598,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142257930,history-of-us-book-10,1589,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,Joy Hakim,,
11142258058,history-of-us-book-2,1596,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142258186,history-of-us-book-3,1597,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $12.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $12.95<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142258314,history-of-us-book-4,1590,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142258506,history-of-us-book-5,1591,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,Joy Hakim,,
11142258698,history-of-us-book-6,1592,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,Joy Hakim,,
11142258826,history-of-us-book-7,1593,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142258954,history-of-us-book-8,1594,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142259146,history-of-us-book-9,1595,Old data from V-Cart System:<br />Web Special $12.95<br />Clearance $12.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142259466,history-of-us-books-set-1-10,1599,Old data from V-Cart System:<br />Web Special $122.5<br />Clearance $122.5<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142259274,history-of-us-books-set-1-11,1600,Old data from V-Cart System:<br />Web Special $134.97<br />Clearance $134.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142259722,history-of-us-source-and-index-book-11,191,Old data from V-Cart System:<br />Web Special $12.54<br />Clearance $12.54<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142259786,history-songs-cd-audio-memory,5604,,Kathy Troxel,,
11142259978,history-through-the-ages-suggested-placement-guide,3424,,,,
11142260042,hittite-warrior,6981,,Joan Williamson,,
11142260170,hobbit-study-guide-progeny-press,2148,Old data from V-Cart System:<br />Web Special $15.5<br />Clearance $15.5<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142260426,holes-essentials-of-human-anatomy-physiology-used,7278,,,,
11142260490,holy-bible-nkjv-best-price,4226,Nov 2010 - LKR<br />,,,
11142261386,home-economics-for-home-schoolers-level-one,1607,Old data from V-Cart System:<br />Web Special $14.97<br />Clearance $14.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142261706,home-economics-for-home-schoolers-level-three,1608,Old data from V-Cart System:<br />Web Special $14.97<br />Clearance $14.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142261834,home-economics-for-home-schoolers-level-two,1609,Old data from V-Cart System:<br />Web Special $14.97<br />Clearance $14.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142261002,home-economics-for-home-schoolers-set,1605,Old data from V-Cart System:<br />Web Special $43.87<br />Clearance $43.87<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142261194,home-economics-lfbc,1606,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $27.97<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $27.97<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142262026,home-schooling-at-the-speed-of-life,1613,"<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" /><font aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" color=""#ff0000"">Reg price $13.67</font> - overstocked 09-09 at $12.00",,,
11142262346,homer-price,5061,Added for Community Leadership Academy<br />,Robert McCloskey,,
11142262602,homeschool-moms-bible,5613,Changed tax from All to None. 5/17/13<br />,Janet Tatman,,
11142262922,homeschool-psych-2nd-edition-set,7505,,Dr. Timothy S. Rice,,
11142263178,homeschool-psych-preparing-christian-homeschool-students-for-psych-101-text-2nd-edition,7504,,Dr. Timothy S. Rice,,
11142263626,homeschool-psych-student-workbook-and-answer-key-2nd-edition,7503,,Dr. Timothy S. Rice,,
11142263754,homeschool-report-card,1627,"25 pack - isbn&nbsp;<span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">9780012102961 - retail 32.75 - makes them retail at 1.31 each</font></font></span><div><font color=""#001000"" face=""verdana, arial, helvetica, sans-serif""><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);"">Single report card - isbn&nbsp;</span></font><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">9780971710108 - retail 1.31 - order 5 or more to get the discount</font></font></span></div>
<div><span style=""font-size: 11.9999990463257px; background-color: rgb(255, 255, 255);""><font face=""verdana, arial, helvetica, sans-serif""><font color=""rgb(51, 51, 51)"">PRICING IS THE SAME REGARDLESS OF HOW YOU ORDER THEM.</font></font></span></div>
<div><br /></div>
",,,
11142263946,homeschool-report-cards-set-of-5,3600,Old data from V-Cart System:<br />Web Special $1<br />Clearance $1<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142264138,homeschooling-high-school-planning-ahead-for-college-admission,1628,Check Amazon for maybe a better price - 01-27-16,,,
11142264458,homeschooling-the-challenging-child,1629,Old data from V-Cart System:<br />Web Special $12.97<br />Clearance $12.97<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142264714,honey-for-a-child-s-heart,1630,Old data from V-Cart System:<br />Web Special $9.95<br />Clearance $9.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br /><br />10/13/11 ROCKin' Deal for $9/free shipping.&nbsp; Sold: 0&nbsp; - CSM<br />,Gladys Hunt,,
11142264842,honey-for-a-teens-heart,1631,Old data from V-Cart System:<br />Web Special $9.95<br />Clearance $9.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11142265098,hooked-on-phonics-learn-to-read-first-grade-set-levels-5-6,7575,,Hooked on Phonics,,
11142265354,hooked-on-phonics-learn-to-read-kindergarten-set-levels-3-4,7582,,Hooked on Phonics,,
11142265546,hooked-on-phonics-learn-to-read-pre-k-set-levels-1-2,7583,,Hooked on Phonics,,
11142265738,hooked-on-phonics-learn-to-read-second-grade-set-levels-7-8,7581,,Hooked on Phonics,,
11142265866,horizons-1st-grade-penmanship-set,3066,,,,
11142265994,horizons-1st-grade-penmanship-student-book,3067,,,,
11142266186,horizons-1st-grade-penmanship-teachers-edition,5168,SH 7/17/12<br />,,,
11142266314,horizons-2nd-grade-penmanship-set,3064,,,,
11142266506,horizons-2nd-grade-penmanship-student-book,3065,,,,
11142266698,horizons-2nd-grade-penmanship-teachers-edition,5169,SH 7/17/12<br />,,,
11142266954,horizons-3rd-grade-penmanship-set,3061,,,,
11142267018,horizons-3rd-grade-penmanship-student-book,3062,,,,
11142267338,horizons-3rd-grade-penmanship-teachers-edition,5170,SH 7/17/12<br />,,,
11142267594,horizons-4th-grade-penmanship-set,3060,,,,
11142267786,horizons-4th-grade-penmanship-student-book,3059,,,,
11142267978,horizons-4th-grade-penmanship-teachers-edition,5171,SH 7/17/12<br />,,,
11142268106,horizons-5th-grade-penmanship-set,3057,,,,
11142268298,horizons-5th-grade-penmanship-student-book,3058,,,,
11142268554,horizons-5th-grade-penmanship-teachers-edition,5172,SH 7/17/12<br />,,,
11142268746,horizons-health-1st-grade-set,6812,,,,
11142268874,horizons-health-2nd-grade-set,6813,,,,
11142269066,horizons-health-3rd-grade-set,6814,,,,
11142269130,horizons-health-4th-grade-set,6815,,,,
