Unique Merchant SKU,MPN/ISBN,UPC or EAN,Brand / Manufacturer,Product Name,Product URL,Current Price,Original Price,Category ID,Product Description,Image URL,Product Type,Condition,Stock Availability,Shipping Weight,Zip Code,Bundle,Related Products,
4088,877798508,9780877798507,,Merriam-Webster Thesaurus,https://shop.rocksolidinc.com/merriam-webster-thesaurus-p4088.aspx?utm_medium=cse&utm_source=shoppingcom,5.99,5.99,,"An all-purpose thesaurus at an attractive price. More than 150,000 synonyms, antonyms, related and contrasted words, and idioms. Abundant usage examples. Alphabetically organized for ease of use. Brief definitions describe shared meanings.",http://cdn.nexternal.com/rocksolid/images/M_W_Thesaurus_Harvest.jpg,"MORE  Much more, Reference and Research, Dictionaries  Atlas's  Encyclopedias  etc",New,Yes,1.56,32218,No,"2813, 1988, 4089",1
4089,087779930X,9780877799306,,Merriam-Webster Dictionary,https://shop.rocksolidinc.com/merriam-webster-dictionary-p4089.aspx?utm_medium=cse&utm_source=shoppingcom,5.97,6.5,,"This dictionary covers the core vocabulary of everyday life with over 75,000 clear, concise definitions. Includes pronunciations, word origins and synonym lists. 9780877799306, 087779930X",http://cdn.nexternal.com/rocksolid/images/M_W_Dictionay_Harvest.jpg,"MORE  Much more, Reference and Research, Dictionaries  Atlas's  Encyclopedias  etc",New,Yes,1.5,32218,No,"1988, 4088, 2813",1
4092,9781932012569,9781932012569,,Apologia Exploring Creation with Biology Extra Test,https://shop.rocksolidinc.com/apologia-exploring-creation-with-biology-extra-test-p4092.aspx?utm_medium=cse&utm_source=shoppingcom,5,5,,Consumable test for Exploring Creation Biology - 2nd edition - from Apologia Educational Ministries.,http://cdn.nexternal.com/rocksolid/images/Biology_Tests_Apologia.jpg,"Science and Health, Apologia Science Exploring Creation   9   12",New,Yes,0.5,32218,No,"2086, 3782, 3651",1
4093,9780936981642,9780936981642,,Easy Grammar Ultimate Series: 180 Daily Teaching Lessons Grade 10 Student Workbook,https://shop.rocksolidinc.com/easy-grammar-ultimate-series-180-daily-teaching-lessons-grade-10-student-workbook-p4093.aspx?utm_medium=cse&utm_source=shoppingcom,12.94,13.95,," 180 daily lessons 10 minute lessons Materials presented in an easy, step-by-step approach Concepts build upon themselves This student workbook does not contain the answer key and is to be used in conjunction with the Teacher's Edition. Softcover - 180 pages Click here to order the corresponding Test Booklet Click here to order the Teacher's Edition ",http://cdn.nexternal.com/rocksolid/images/Easy_Grammar_Ult_10_SB.jpg,"Language Arts, Grammar and Punctuation, Easy Grammar  Daily Grams, Easy Grammar Grades 3   12",New,Yes,2,32218,No,"5236, 1145, 3535",1
4094,9780936981659,9780936981659,,Easy Grammar Ultimate Series: 180 Daily Teaching Lessons Grade 10 Teacher,https://shop.rocksolidinc.com/easy-grammar-ultimate-series-180-daily-teaching-lessons-grade-10-teacher-p4094.aspx?utm_medium=cse&utm_source=shoppingcom,27.47,29.95,,"The New Ultimate Series and nbsp; lessons provide students with a firm grasp on the basics of grammar. and nbsp; Capitalization, punctuation, grammar and sentence combining (with an emphasis on expository writing) are covered. Designed as an introduction to the important concepts students will need to know, This Ultimate Series by Easy Grammar not only introduces new topics, but teaches them throughout the course. Using the same building-block approach as other Easy Grammar books, students will build upon . . .",http://cdn.nexternal.com/rocksolid/images/Easy_Grammar_Ult_10_TE.jpg,"Language Arts, Grammar and Punctuation, Easy Grammar  Daily Grams, Easy Grammar Grades 3   12",New,Yes,2,32218,No,"5236, 4093, 2616",1
4095,688161553,9780688161552,,Leonardo da Vinci,https://shop.rocksolidinc.com/leonardo-da-vinci-p4095.aspx?utm_medium=cse&utm_source=shoppingcom,6.64,6.99,,"Diane Stanley blends lively, informative storytelling with exquisite illustrations to convey the life of a glittering genius for all time. Leonardo da Vinci's inventions were as far-sighted as a submarine, an air cooling system, a telescope, and even a flying machinePaperback - 48 pagesAges 4- 6 0688161553 9780688161552",http://cdn.nexternal.com/rocksolid/images/Leonardo.jpg,"Language Arts, Reading, Biography",New,Yes,1.54,32218,No,"3381, 1215, 1671",1
4096,9780618260300,618260307,,The Hobbit - Or There and Back Again,https://shop.rocksolidinc.com/the-hobbit---or-there-and-back-again-p4096.aspx?utm_medium=cse&utm_source=shoppingcom,9.87,10.99,,"Tolkien's famous saga, the prelude to the Lord of the Rings, has all the ingredients of fantasy and adventure: dwarves, elves, goblins and trolls, a fearsome dragon, a great wizard, a perilous quest and a dramatic climax. At the centre is the unsuspecting hero Bilbo Baggins, a home-loving unambitious Hobbit who is suddenly thrust into the biggest, indeed the only adventure of his life.Paperback - 320 pagesAges 10 - 1706182603079780618260300",http://cdn.nexternal.com/rocksolid/images/Hobbit_Veritas.jpg,"Language Arts, Reading, Classic Reading",New,Yes,1.21,32218,No,"3256, 3255, 2565",1
4100,9780140424393,140424393,,Paradise Lost,https://shop.rocksolidinc.com/paradise-lost-p4100.aspx?utm_medium=cse&utm_source=shoppingcom,10.94,12,,"In Paradise Lost, Milton produced a poem of epic scale, conjuring up a vast, awe-inspiring cosmos and ranging across huge tracts of space and time. And yet, in putting a charismatic Satan and naked Adam and Eve at the centre of this story, he also created an intensely human tragedy on the Fall of Man. Written when Milton was in his fifties. ",http://cdn.nexternal.com/rocksolid/images/Paradise_Lost1.jpg,"Language Arts, Reading, Classic Reading",New,Yes,0.8,32218,No,"4466, 2565, 3381",1
4102,9780451532084,451532082,,Little Women,https://shop.rocksolidinc.com/little-women-p4102.aspx?utm_medium=cse&utm_source=shoppingcom,3.75,3.95,,"In picturesque 19th-century New England, tomboyish Jo, beautiful Meg, fragile Beth, and romantic Amy come of age while their father is off to war. This reissue contains the novel in its entirety, including Parts I and II.Paperback, ISBN 9780451532084",http://cdn.nexternal.com/rocksolid/images/Little_Women1.jpg,"Language Arts, Reading, Classic Reading",New,Yes,1,32218,No,"3254, 3252, 3381",1
4103,486440281,9780486440286,,Uncle Tom's Cabin (Dover),https://shop.rocksolidinc.com/uncle-toms-cabin-dover-p4103.aspx?utm_medium=cse&utm_source=shoppingcom,5,5,,"Uncle Tom's Cabin brought the evils of slavery to the consciences and hearts of the American people by its moving portrayal of slave experience. Harriet Beecher Stowe shows us in scenes of great dramatic power the human effects of an economic system in which slaves were property: the break up of families, the struggles for freedom, the horrors of plantation labor. She brings into fiction the different voices of the emerging American nation, the Southern slave-owning classes, Northern . . .",http://cdn.nexternal.com/rocksolid/images/Uncle_Tom_%20dover.jpg,"Language Arts, Reading, Classic Reading",New,Yes,1.3,32218,No,"3255, 423, 2130",1
4104,9780974531571,181275,,The Fallacy Detective - Workbook  Editon,https://shop.rocksolidinc.com/the-fallacy-detective---workbook--editon-p4104.aspx?utm_medium=cse&utm_source=shoppingcom,19.97,22,,"""What is a fallacy?"" you may ask. A fallacy is an error in logic - a place where someone has made a mistake in his/her thinking. This book is for fallacy detectives - designed to be a handy text for learning to spot common errors in reasoning. and nbsp; and nbsp; Features include - a Christian view of logic self-teaching written for ages 13 through adult focus on practical logic skills exercises with answer key includes The Fallacy Detective Game Now with space for your student to write . . .",http://cdn.nexternal.com/rocksolid/images/Fallacy_Detective.jpg,"MORE  Much more, Testing  Critical Thinking, Critical Thinking Grades 7   12",New,Yes,1.26,32218,No,"2196, 2675, 3212",1
4105,9780740319594,9780740319594,,Horizons Spelling and Vocabulary 3rd Grade Set,https://shop.rocksolidinc.com/horizons-spelling-and-vocabulary-3rd-grade-set-p4105.aspx?utm_medium=cse&utm_source=shoppingcom,44.96,49.95,,"Sharpen your child's spelling skills with Horizons 3rd Grade Spelling  and amp; Vocabulary Set from Alpha Omega Publications Brightly illustrated lessons and hands-on learning activities focus on phonics rules for short and long vowels, plurals, dipthongs, and more. This comprehensive homeschool course studies frequently-used words, sight words, and other word lists with crossword puzzles, word searches, and creative writing projects. Plus, a handy spelling dictionary reinforces alphabetizing . . .",http://cdn.nexternal.com/rocksolid/images/Horizons_S_V_3_set.jpg,"Language Arts, Spelling, Horizons Spelling  Vocabulary",New,Yes,3.45,32218,No,"1666, 5092, 1651",1
4108,9781591667834,,,BJU Press American Republic Student Activities Book (3rd ed),https://shop.rocksolidinc.com/bju-press-american-republic-student-activities-book-3rd-ed-p4108.aspx?utm_medium=cse&utm_source=shoppingcom,29.72,29.72,,The American Republic provides your student with a survey of the history and heritage of the United States from Christian worldview. Softbound.ISBN - 9781591667834,http://cdn.nexternal.com/rocksolid/images/10-52163.jpg,"History Social Studies, Bob Jones History 7 12",New,Yes,0,32218,No,"3084, 167, 393",1
4112,9781591668893,,,BJU Press Fundamentals of Literature Teacher's Edition (2nd ed),https://shop.rocksolidinc.com/bju-press-fundamentals-of-literature-teachers-edition-2nd-ed-p4112.aspx?utm_medium=cse&utm_source=shoppingcom,70,70,,"Teach your student the process of literary analysis and discuss six literary elements: conflict, character, theme, point of view, structure, and tone. Teach them to analyze and evaluate authors, word and themes in light of Scripture. Includes an English translation of Ronstand's drama Cyrano de Bergerac.Fundamentals of Literature Teacher's Edition with CDsuggests varied teaching strategies and incorporates highlighted marginal notes of literary analysis. It also includes discussion questions, to . . .",http://cdn.nexternal.com/rocksolid/images/10-59986.jpg,"Language Arts, Literature Programs, Bob Jones Literature",New,Yes,3.3,32218,No,"3641, 3643, 3646",1
4113,9781591668879,,,BJU Press Fundamentals of Literature Student Text (2nd ed),https://shop.rocksolidinc.com/bju-press-fundamentals-of-literature-student-text-2nd-ed-p4113.aspx?utm_medium=cse&utm_source=shoppingcom,56.67,56.67,,"Fundamentals of Literature Student Text (2nd ed.) conveys the literature's foundational elements of conflict, character, theme, point of view, structure and tone. Students are also introduced to literary criticism and are encouraged to read and analyze literature in light of a Christian worldview. The literature selections are delivered in an attractive new format accompanied by rich illustrations, author biographies, and application questions that promote critical thinking skills. 544 Pages. Softbound. ISBN . . .",http://cdn.nexternal.com/rocksolid/images/10-59960.jpg,"Language Arts, Literature Programs, Bob Jones Literature",New,Yes,2,32218,No,"4112, 4116, 4114",1
4114,9781591668909,,,BJU Press Fundamentals of Literature Tests (2nd ed),https://shop.rocksolidinc.com/bju-press-fundamentals-of-literature-tests-2nd-ed-p4114.aspx?utm_medium=cse&utm_source=shoppingcom,15.83,15.83,,"Teach your student the process of literary analysis and discuss six literary elements: conflict, character, theme, point of view, structure, and tone. Teach them to analyze and evaluate authors, word and themes in light of Scripture. Includes an English translation of Ronstand's drama Cyrano de Bergerac. This booklet contains all the required tests for use with the Fundamentals of Literature course. Gummed Binding. ISBN - 9781591668909 ",http://cdn.nexternal.com/rocksolid/images/10-59994.jpg,"Language Arts, Literature Programs, Bob Jones Literature",New,Yes,1,32218,No,"4116, 4113, 4112",1
4115,9781591668862,,,BJU Press Fundamentals of Literature Test Answer Key (2nd ed),https://shop.rocksolidinc.com/bju-press-fundamentals-of-literature-test-answer-key-2nd-ed-p4115.aspx?utm_medium=cse&utm_source=shoppingcom,11.39,11.39,,"Teach your student the process of literary analysis and discuss six literary elements: conflict, character, theme, point of view, structure, and tone. Teach them to analyze and evaluate authors, word and themes in light of Scripture. Includes an English translation of Ronstand's drama Cyrano de Bergerac.Only the answers for the Fundamentals of Literature Tests (1059945). ISBN - 9781591668862 ",http://cdn.nexternal.com/rocksolid/images/10-59945.jpg,"Language Arts, Literature Programs, Bob Jones Literature",New,Yes,1,32218,No,"4116, 4113, 4112",1
4116,,,,BJU Press Fundamentals of Literature Homeschool Kit (2nd ed),https://shop.rocksolidinc.com/bju-press-fundamentals-of-literature-homeschool-kit-2nd-ed-p4116.aspx?utm_medium=cse&utm_source=shoppingcom,133.6,133.6,,"Fundamentals of Literature (2nd) teaches the student to be a discerning reader by focusing on the fundamentals of literature--conflict, character, theme, structure, point of view, and moral tone. The student studies contemporary and classic American, British, and world authors in four genres: fiction, nonfiction, poetry, and drama. Critical thinking skills are encouraged throughout the text through discussion questions. Concepts and literary works are analyzed using scriptural applications. Kit . . .",http://cdn.nexternal.com/rocksolid/images/Fund_Lit_Kit_2E.jpg,"Language Arts, Literature Programs, Bob Jones Literature",New,Yes,6.7,32218,No,"4113, 4112, 260",1
4118,968509754,9780968509753,,Neptune's Honor: A Story of Loyalty and Love,https://shop.rocksolidinc.com/neptunes-honor-a-story-of-loyalty-and-love-p4118.aspx?utm_medium=cse&utm_source=shoppingcom,11.97,11.97,,"This novel, based on a real person living near the south Georgia Sea Islands, begins in 1837 and ends after the Civil War. As a child slave, Neptune Small was a helpmate and companion to the plantation family's oldest son, Henry Lord Page King. Just five months apart in age, they were inseparable throughout the boys' youth. As he comes of age, Neptune marries and begins a family. He accompanies Lordy when he enlists during the Civil War, and later brings his body home. At war's end, Neptune . . .",http://cdn.nexternal.com/rocksolid/images/Neptunes_Honor.jpg,"Harvest Community School, Middle School, 6th Grade",New,Yes,1,32218,No,"4245, 4253, 4377",1
4121,9780374500016,,,"Night,  by Elie Wiesel (F)",https://shop.rocksolidinc.com/night--by-elie-wiesel-f-p4121.aspx?utm_medium=cse&utm_source=shoppingcom,8.97,9.95,,"Night is Elie Wiesels masterpiece, a candid, horrific, and deeply poignant autobiographical account of his survival as a teenager in the Nazi death camps. This new translation by Marion Wiesel, Elies wife and frequent translator, presents this seminal memoir in the language and spirit truest to the authors original intent. And in a substantive new preface, Elie reflects on the enduring importance of Night and his lifelong, passionate dedication to ensuring that the world never forgets . . .",http://cdn.nexternal.com/rocksolid/images/night.jpg,"PEP   Florida, Core F PEP   FL",New,Yes,0.5,32218,No,"440, 3255, 4195",1
4122,9780689846236,689846231,,The Yearling,https://shop.rocksolidinc.com/the-yearling-p4122.aspx?utm_medium=cse&utm_source=shoppingcom,7.27,7.99,,"In 19th century backwoods Florida, a young boy named Jody adopts an orphaned fawn who becomes a treasured member of the family. This Pulitzer Prize-winning classic features a reading group guide.Paperback, ISBN: 9780689846236",http://cdn.nexternal.com/rocksolid/images/Yearling.jpg,"Language Arts, Reading, Classic Reading",New,Yes,0.85,32218,No,"2086, 4295, 3068",1
4123,9781930592278,9781930592278,,The Call of the Wild (TextWord Press),https://shop.rocksolidinc.com/the-call-of-the-wild-textword-press-p4123.aspx?utm_medium=cse&utm_source=shoppingcom,13.97,13.97,,"The Call of the Wild is a powerfully-written description of endurance, courage, and fidelity. London's use of language, his sensitivity, and his intense love of fair play make for a novel that is both enjoyable and thought-provoking. This novel was carefully chosen to explore topics that reflect the universality of human experience, and is geared to guide students to make reasoned judgments, to analyze and evaluate the actions of characters they meet within the pages of the novel, . . .",http://cdn.nexternal.com/rocksolid/images/COTW.jpg,"Language Arts, Reading, Fiction",New,Yes,1,32218,No,"7144, 7198, 7254",1
4125,9781591669661,,,BJU Press Science 2 Teacher's Edition (3rd ed),https://shop.rocksolidinc.com/bju-press-science-2-teachers-edition-3rd-ed-p4125.aspx?utm_medium=cse&utm_source=shoppingcom,60.56,60.56,,"Guide your students in becoming scientists through a study of what scientists do. Your students will study living things, plants, environments, fossils, and dinosaurs, parts of the earth, natural resources, how the earth moves, light and shadows, how things move, heat, and the systems of the body. Science process skills are developed by participating in hands-on activites and projects.Teacher's Edition with CD one semester's worth of lessons; includes discussion guides, easy-to-do demonstrations . . .",http://cdn.nexternal.com/rocksolid/images/10-65140.jpg,"Science and Health, Bob Jones Science 1   12",New,Yes,2,32218,No,"4126, 4127, 4128",1
4126,9781591669623,,,BJU Press Science 2 Student Text (3rd ed),https://shop.rocksolidinc.com/bju-press-science-2-student-text-3rd-ed-p4126.aspx?utm_medium=cse&utm_source=shoppingcom,42.22,42.22,,"Science 2 opens the world of science for the 2nd grade student with engaging, colorful pages and understandable text. Students will explore many points of curiosity such as how plants grow, where animals live and how light works. Most chapters include science activities which allow students to demonstrate what they learn in class.200 pages. Softbound.ISBN - 9781591669623",http://cdn.nexternal.com/rocksolid/images/10-65108.jpg,"Science and Health, Bob Jones Science 1   12",New,Yes,1,32218,No,"4129, 4125, 4127",1
4127,9781591669630,,,BJU Press Science 2 Student Activities Manual (3rd ed),https://shop.rocksolidinc.com/bju-press-science-2-student-activities-manual-3rd-ed-p4127.aspx?utm_medium=cse&utm_source=shoppingcom,28.61,28.61,,"Guide your student in becoming scientists through a study of what scientists do. Your students will study living things, plants, environments, fossils and dinosaurs, parts of the earth, natural resources, how the earth moves, light and shadows, how things move, heat, and the systems of the body. Science process skills are developed by participating in hands-on activities and projects. Activity Manual child-friendly reinforcement, review, and enrichment pages; activity pages to record . . .",http://cdn.nexternal.com/rocksolid/images/10-65116.jpg,"Science and Health, Bob Jones Science 1   12",New,Yes,2,32218,No,"4125, 4126, 4128",1
4128,9781591669654,,,BJU Press Science 2 Activities Answer Key (3rd ed),https://shop.rocksolidinc.com/bju-press-science-2-activities-answer-key-3rd-ed-p4128.aspx?utm_medium=cse&utm_source=shoppingcom,33.33,33.33,,"Guide your students in becoming scientists through a study of what scientists do. Your students will study living things, plants, environments, fossils and dinosaurs, parts of the earth, natural resources, how the earth moves, light and shadows, how things move, heat, and the systems of the body. Science process skills are developed by participating in hands-on activities and projects. Science 2 Activity Manual Answer Key (3rd. Edition) provides overprinted answers of Science 2 Student . . .",http://cdn.nexternal.com/rocksolid/images/10-65132.jpg,"Science and Health, Bob Jones Science 1   12",New,Yes,2,32218,No,"4225, 4831, 3263",1
4129,9781591669678,,,BJU Press Science 2 Test (3rd ed),https://shop.rocksolidinc.com/bju-press-science-2-test-3rd-ed-p4129.aspx?utm_medium=cse&utm_source=shoppingcom,14.72,14.72,,Science 2 Tests (3rd ed.) contains tests to evaluate student progress.Gummed Binding.ISBN - 9781591669678,http://cdn.nexternal.com/rocksolid/images/10-65157.jpg,"Science and Health, Bob Jones Science 1   12",New,Yes,1,32218,No,"4125, 4126, 4127",1
4131,,,,BJU Press Science 2 Homeschool Kit (3rd ed),https://shop.rocksolidinc.com/bju-press-science-2-homeschool-kit-3rd-ed-p4131.aspx?utm_medium=cse&utm_source=shoppingcom,161.25,161.25,,"Science 2 teaches the student how to use science process skills to learn and tell about Gods creation. The program focuses on what scientists do, living things, plants, environments, fossils and dinosaurs, the layers and features of the earth, how the earth moves, natural resources, light, forces and motion, and how the body works. The student develops his science process skills as he participates in hands-on activities and projects.Kit contains - Teacher's Edition (1065140) Student Text (1065108) Student . . .",,"Science and Health, Bob Jones Science 1   12",New,Yes,0,32218,No,"4831, 3272, 4635",1
4133,9780553210163,9780553210163,,Hard Times,https://shop.rocksolidinc.com/hard-times-p4133.aspx?utm_medium=cse&utm_source=shoppingcom,4.67,4.95,,"Written deliberately to increase the circulation of Dickens's weekly magazine, ""Household Words, Hard Times"" was a huge and instantaneous success upon publication in 1854. Yet this novel is not the cheerful celebration of Victorian life one might have expected from the beloved author of ""The Pickwick Papers"" and ""The Old Curiosity Shop."" Compressed, stark, allegorical, it is a bitter expose of capitalist exploitation during the industrial revolution-and a fierce denunciation of the . . .",http://cdn.nexternal.com/rocksolid/images/Hard_Times.jpg,"Language Arts, Reading, Classic Reading",New,Yes,0.5,32218,No,,1
4134,451524934,9780451524935,,1984,https://shop.rocksolidinc.com/1984-p4134.aspx?utm_medium=cse&utm_source=shoppingcom,8.97,9.99,,"Satire on the possible horrors of a totalitarian regime in England in 1984.Paperback, ISBN: 9780451524935",http://cdn.nexternal.com/rocksolid/images/19842.jpg,"Language Arts, Reading, Classic Reading",New,Yes,0.5,32218,No,"4225, 2712, 4251",1
4135,,9781930592254,,Julius Caesar (TextWord Press),https://shop.rocksolidinc.com/julius-caesar-textword-press-p4135.aspx?utm_medium=cse&utm_source=shoppingcom,14.97,14.97,,"The student-friendly TextWord edition of Shakespeare's classic play of ambition and revenge precludes the need for any supplementary study guides. and nbsp; and nbsp; The unique TextWord format enables students to read the original text easily and to derive great pleasure from their newfound ability to understand Shakespeare. Grades 9-12, ISBN: 9781930592254 ",http://cdn.nexternal.com/rocksolid/images/Julius_Caesar_Harvest.jpg,"Language Arts, Reading, Classic Reading",New,Yes,1,32218,No,"5468, 5364, 3517",1
4136,9781893345904,9781893345904,,The Pilgrim's Progress,https://shop.rocksolidinc.com/the-pilgrims-progress-p4136.aspx?utm_medium=cse&utm_source=shoppingcom,9.99,9.99,,"This illustrated, full-length version of Bunyan's classic work includes Bunyan's own annotated Scripture references. Also included is a bonus section about John Bunyan and the story behind the writing of this classic. paperback   288 pages ISBN: 9781893345904 ",http://cdn.nexternal.com/rocksolid/images/Pilgrims_Progress_Harvest.jpg,"Language Arts, Reading, Classic Reading",New,Yes,1,32218,No,"204, 4762, 1568",1
4137,,,,BJU Press Pre-Algebra Homeschool Kit (2nd ed),https://shop.rocksolidinc.com/bju-press-pre-algebra-homeschool-kit-2nd-ed-p4137.aspx?utm_medium=cse&utm_source=shoppingcom,178.5,178.5,,"Pre-Algebra (2nd edition) eases the transition from arithmetic to algebra. Algebraic expressions and linear equations are applied throughout a thorough review of operations on integers, fractions, decimals, percents, and radicals. Students explore relations and functions using equations, tables, and graphs. Chapters on statistics and geometry extend foundational concepts in preparation for high school courses. Problem-solving and real-life uses of math are featured in each chapter. Dominion through . . .",,"Shop by Vendor, Bob Jones University Press, Bob Jones Math Curriculum",New,Yes,8.5,32218,No,"4138, 4139, 4140",1
4138,9781591665472,,,BJU Press Pre-Algebra Teacher's Edition (2nd ed),https://shop.rocksolidinc.com/bju-press-pre-algebra-teachers-edition-2nd-ed-p4138.aspx?utm_medium=cse&utm_source=shoppingcom,80,80,,"Algebraic expressions and linear equations are applied throughout a thorough review of operations on integers, fractions, decimals, percents, and radicals. Students explore relations and functions using equations, tables, and graphs. Chapters on statistics and geometry extend foundational concepts in preparation for high school courses. Problem solving and real life uses of math are featured in each chapter. Dominion mathematics can be used to manage God's creation to His glory. Teacher's Edition . . .",http://cdn.nexternal.com/rocksolid/images/10-47460.jpg,"Shop by Vendor, Bob Jones University Press, Bob Jones Math Curriculum",New,Yes,3.9,32218,No,,1
4139,9781591665465,,,BJU Press Pre-Algebra Student Text (2nd ed),https://shop.rocksolidinc.com/bju-press-pre-algebra-student-text-2nd-ed-p4139.aspx?utm_medium=cse&utm_source=shoppingcom,53.89,53.89,,"Algebraic expressions and linear equations are applied throughout a thorough review of operations on integers, fractions, decimals, percents, and radicals. Students explore relations and functions using equations, tables, and graphs. Chapters on statistics and geometry extend foundational concepts in preparation for high school courses. Problem solving and real life uses of math are featured in each chapter. Dominion mathematics can be used to manage God's creation to His glory. The Pre-Algebra Student . . .",http://cdn.nexternal.com/rocksolid/images/10-33114.jpg,"Shop by Vendor, Bob Jones University Press, Bob Jones Math Curriculum",New,Yes,2.2,32218,No,"4137, 4138, 4140",1
4140,9781591665489,,,BJU Press Pre-Algebra Tests 2nd ed,https://shop.rocksolidinc.com/bju-press-pre-algebra-tests-2nd-ed-p4140.aspx?utm_medium=cse&utm_source=shoppingcom,15.83,15.83,,"Algebraic expressions and linear equations are applied throughout a thorough review of operations on integers, fractions, decimals, percents, and radicals. Students explore relations and functions using equations, tables, and graphs. Chapters on statistics and geometry extend foundational concepts in preparation for high school courses. Problem solving and real life uses of math are featured in each chapter. Dominion mathematics can be used to manage God's creation to His glory. The Tests are used . . .",http://cdn.nexternal.com/rocksolid/images/10-33148.jpg,"Shop by Vendor, Bob Jones University Press, Bob Jones Math Curriculum",New,Yes,1,32218,No,"4137, 4138, 4139",1
4141,9781591665496,,,BJU Press Pre-Algebra Test Answer Key (2nd ed),https://shop.rocksolidinc.com/bju-press-pre-algebra-test-answer-key-2nd-ed-p4141.aspx?utm_medium=cse&utm_source=shoppingcom,11.39,11.39,,"Algebraic expressions and linear equations are applied throughout a thorough review of operations on integers, fractions, decimals, percents, and radicals. Students explore relations and functions using equations, tables, and graphs. Chapters on statistics and geometry extend foundational concepts in preparation for high school courses. Problem solving and real life uses of math are featured in each chapter. Dominion mathematics can be used to manage God's creation to His glory. This Packet contains . . .",http://cdn.nexternal.com/rocksolid/images/10-33106.jpg,"Shop by Vendor, Bob Jones University Press, Bob Jones Math Curriculum",New,Yes,1,32218,No,"4137, 4138, 4139",1
4142,,,,BJU Press Heritage Studies 5 Homeschool Kit (3rd ed),https://shop.rocksolidinc.com/bju-press-heritage-studies-5-homeschool-kit-3rd-ed-p4142.aspx?utm_medium=cse&utm_source=shoppingcom,125.1,125.1,,"Heritage Studies 5 (3rd edition) continues the narrative of American history from the development of the automobile in the late 1800s through the inauguration of President Obama in 2009. Topics are presented from a biblical perspective and include the invention and influence of the automobile and airplane, World War I, the Roaring Twenties, the Great Depression, World War II, the Vietnam War, struggles over civil rights, the war on terror, Agfhanistan and Iraq wars, and immigration decisions. Kit . . .",,"History Social Studies, History K   8, Bob Jones Heritage Studies Grades 1   6",New,Yes,0,32218,No,"4143, 4144, 4145",1
4143,9781591668800,,,BJU Press Heritage Studies 5 Teacher's Edition 4th ED,https://shop.rocksolidinc.com/bju-press-heritage-studies-5-teachers-edition-4th-ed-p4143.aspx?utm_medium=cse&utm_source=shoppingcom,60.56,60.56,,"Help your students learn about the roots of contemporary United States struggles and the blossoming of American enterprise from the early 1900s to the year 2009. Topics are presented from a biblical perspective and include the influence of the automobile and airplane, the Roaring Twenties, the Great Depression, struggles over civil rights, and significant wars from the time period. Teacher's Edition with CD 120 lessons with guides for discussions, cross-curricular links, hands-on activities . . .",http://cdn.nexternal.com/rocksolid/images/9358x_1_ftc123.jpg,"History Social Studies, History K   8, Bob Jones Heritage Studies Grades 1   6",New,Yes,2,32218,No,"4142, 4144, 4145",1
4144,9781606829332,,,BJU Press Heritage Studies 5 Student Text 4th ED,https://shop.rocksolidinc.com/bju-press-heritage-studies-5-student-text-4th-ed-p4144.aspx?utm_medium=cse&utm_source=shoppingcom,38.89,38.89,,"Heritage Studies 5 Student Text (4th ed.) is a comprehensive, chronological survey of America's entire known history. Chapters are pedagogically stimulating with art, maps, timelines, graphs, photos, and quick check questions. Most chapters have an extended activity, a brief narrative called ""How It Was,"" and biographies to enhance learning. The chapters emphasize themes in U.S. history and are written to prompt biblical evaluation of historical events. ISBN - 9781606829332 Click to . . .",http://cdn.nexternal.com/rocksolid/images/9358x_1_ftc126.jpg,"History Social Studies, History K   8, Bob Jones Heritage Studies Grades 1   6",New,Yes,1.5,32218,No,"4142, 4143, 4145",1
4145,9781606829509,,,BJU Press Heritage Studies 5 Test 4th ED,https://shop.rocksolidinc.com/bju-press-heritage-studies-5-test-4th-ed-p4145.aspx?utm_medium=cse&utm_source=shoppingcom,14.72,14.72,,"Heritage Studies 5 Tests (4th ed.) provides age-appropriate tests for each chapter, covering the most important concepts taught in the lessons. ISBN - 9781606829509 Click to order the following - Teachers ManualStudent Text Student Activity ManualStudent Activity Manual Answer KeyTests Answer Key ",http://cdn.nexternal.com/rocksolid/images/9358x_1_ftc129.jpg,"History Social Studies, History K   8, Bob Jones Heritage Studies Grades 1   6",New,Yes,1,32218,No,"4142, 4144, 4143",1
4146,9781606829516,,,BJU Press Heritage Studies 5 Test Answer Key 4th ED,https://shop.rocksolidinc.com/bju-press-heritage-studies-5-test-answer-key-4th-ed-p4146.aspx?utm_medium=cse&utm_source=shoppingcom,10.28,10.28,,Heritage Studies 5 Tests Answer Key (4th ed.) includes test versions with overprinted answers for convenient grading. ISBN - 9781606829516 Click here to order the following -Teachers Edition Student TextStudent Activity ManualStudent Activity Manual Answer KeyTests ,http://cdn.nexternal.com/rocksolid/images/9358x_1_ftc135.jpg,"History Social Studies, History K   8, Bob Jones Heritage Studies Grades 1   6",New,Yes,1,32218,No,"4142, 4144, 4143",1
